"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000106305",1338.45094448054,-0.340021924674657,0.0910013279118315,5.08210935950752e-05,0.00050312332647289
"ENSG00000106355",2189.78608362976,-0.191484294660967,0.0700770054284439,0.00377438031317012,0.0186728739398181
"ENSG00000106367",1176.15795267688,-0.279469607473968,0.101308635620136,0.00205649601635365,0.0113255853760355
"ENSG00000106400",1214.39191710757,-0.244022267937104,0.0916822165654134,0.00337215073893796,0.0170659744865477
"ENSG00000106404",839.472120995741,-0.50542643723481,0.0995462343494118,5.51928980973374e-08,1.39548011874416e-06
"ENSG00000106483",38.9161492653094,1.64211071169264,0.550584620306943,0.000117390129920562,0.00101543849971474
"ENSG00000106524",714.966914678782,0.521104395078899,0.175095256904286,0.000344325897745764,0.00254500054411518
"ENSG00000106537",1651.6984460099,-0.347557979769295,0.0853871571921154,1.22214779931199e-05,0.000151075635056843
"ENSG00000106609",2348.41254659683,-0.307830637118616,0.0779527277688057,2.48559745614268e-05,0.000274767404592933
"ENSG00000106628",2846.66821915486,0.231414901879116,0.0849822442603325,0.00305343854026241,0.0157626010423535
"ENSG00000106635",1096.1817484895,-0.445973869072519,0.105251296396513,3.97302316855516e-06,5.80562770516907e-05
"ENSG00000106636",2901.70944677091,-0.340386737287921,0.0566325157364148,5.24015135794442e-10,2.19882039205489e-08
"ENSG00000106638",1523.47335666651,-0.302993570130564,0.100917302382315,0.000837801908442999,0.00536492331640345
"ENSG00000106682",12837.1892553046,-0.245300431420279,0.0745115853973872,0.000422117532505606,0.00301312534420213
"ENSG00000106723",2905.93469868798,-0.351413522779724,0.0849667992396324,9.07108410413992e-06,0.000118033772180114
"ENSG00000106799",1896.59280163662,-0.225830363444091,0.100016442966319,0.0110297128411675,0.0438067235835706
"ENSG00000106976",1102.68382490653,0.331551533857356,0.123900481372044,0.00193497385503356,0.0107501811958211
"ENSG00000107020",229.427307260961,0.703882414924419,0.208302161769551,5.7374676554624e-05,0.000556263755997269
"ENSG00000107021",1382.11951276134,-0.530145238106992,0.125748679260774,3.08357027978015e-06,4.66230729492379e-05
"ENSG00000107077",606.893644301436,0.296298578905512,0.117353516273468,0.00358380555291,0.0179072566413152
"ENSG00000107105",524.097262560621,0.518896317168494,0.209973479419451,0.00142974369525074,0.00836226371630825
"ENSG00000107130",2122.71414588288,-0.80893107423386,0.543470473466336,0.00450421593984421,0.0214419157077683
"ENSG00000107164",3858.52383289332,-0.439877941941476,0.0740046638379611,5.12550113487128e-10,2.15565616695333e-08
"ENSG00000107175",533.775309963735,-0.30576409451094,0.111162714797092,0.00181326229812697,0.0102135571872638
"ENSG00000107185",1609.48418718111,-0.302735512815678,0.0818607201028614,7.01502588476431e-05,0.000660524439329712
"ENSG00000107223",2762.88673567827,-0.277598264063472,0.0764476471528866,0.000107157863293187,0.000942072613622712
"ENSG00000107262",827.720609742429,-0.38576924478056,0.109405878524304,8.93023371596483e-05,0.000808005073360912
"ENSG00000107263",2025.07872051831,-0.381647818430534,0.0909438390485982,6.45110973420531e-06,8.88059086435561e-05
"ENSG00000107338",540.592516138954,-0.310430919033075,0.109510422549668,0.00140252006218029,0.0082319873396177
"ENSG00000107371",722.341699080903,-0.442545197467796,0.123734095411068,5.78282511445212e-05,0.000560364329814097
"ENSG00000107404",2227.81910184802,-0.331016730395558,0.0833996490026879,2.23146883427371e-05,0.000251538646475894
"ENSG00000107438",2352.60515190962,0.184389956403394,0.0694457537327068,0.00488973075300907,0.0228535957887565
"ENSG00000107518",360.797626401847,0.828595320370794,0.268532015839406,0.000124324442928545,0.00106484816637534
"ENSG00000107551",203.718559677754,0.446932723010575,0.276028668821295,0.0106339874027002,0.0424593626216501
"ENSG00000107562",111.066983217052,0.782734505440225,0.257028316200599,0.000157390485962416,0.00130174454822893
"ENSG00000107581",14295.2443985865,-0.293373822355953,0.0621440997490515,8.4839436243747e-07,1.51575926374937e-05
"ENSG00000107731",2287.17606196477,0.251990208143838,0.0684691707796038,9.74081214259049e-05,0.000866671033818396
"ENSG00000107736",67.6067037870354,1.48467913004315,0.300360614213212,4.02780285261135e-08,1.04522912324148e-06
"ENSG00000107758",2112.40264727839,-0.384414309640228,0.0814984531777643,7.36489772989312e-07,1.33812768551051e-05
"ENSG00000107779",1652.68280134897,-0.229127435666808,0.103428063936107,0.0119517679278556,0.046622088324119
"ENSG00000107796",295.161391616172,0.608727819643929,0.157414236267373,1.12075317284321e-05,0.000140476416141286
"ENSG00000107798",1510.47246852206,0.355602557881426,0.0759273952830529,7.32242955172925e-07,1.33430128136341e-05
"ENSG00000107821",275.033988646255,0.453820208110863,0.165365508521941,0.0008630311714344,0.00548234558381679
"ENSG00000107829",737.560497391684,-0.429801688413855,0.136969943201311,0.000289604991719746,0.00221132025188345
"ENSG00000107882",893.141126753185,-0.333549426320156,0.0919202118065582,7.91383609714272e-05,0.000731230461602152
"ENSG00000107897",1486.2430541755,-0.213321268944059,0.0855693401157544,0.00641150641083138,0.028380960509596
"ENSG00000107902",114.308825642671,0.85974143197025,0.276896041799086,0.000118966991585763,0.00102561928003745
"ENSG00000107929",3507.07020781829,-0.366878987609161,0.0711557414687924,5.69390489746589e-08,1.42698616574162e-06
"ENSG00000107938",2234.54796898711,-0.274527916102972,0.0607551098869131,2.44358695435601e-06,3.83408433361434e-05
"ENSG00000107949",3956.32745502478,-0.194647170937839,0.0638954832234684,0.00122462910116155,0.00732894648536163
"ENSG00000107957",3533.94494291558,-0.434864899071535,0.0667543325761658,1.02089048879621e-11,6.33125135339886e-10
"ENSG00000108001",818.086089416365,-0.249593264975062,0.0989753725259936,0.00478187551064419,0.0224606963972363
"ENSG00000108010",3100.88712573127,-0.352213225747155,0.143784971794052,0.00312580519601034,0.0160953014525779
"ENSG00000108055",6877.64031374895,-0.264380685659722,0.0653406514468115,2.12355786034651e-05,0.000241757878376101
"ENSG00000108064",4208.60099744287,-0.220540325927911,0.0813816408996962,0.00332379812461646,0.0168986711072075
"ENSG00000108091",2602.57642028431,-0.185351751071173,0.0775924970579035,0.010014948441763,0.0405361685270031
"ENSG00000108094",2645.03399458464,-0.304914254783294,0.068503814179194,2.99061521826549e-06,4.54429446994744e-05
"ENSG00000108100",1911.47894291354,-0.278739047703237,0.115865379964415,0.00529024703583446,0.024311748184022
"ENSG00000108175",1996.52019297811,-0.320126620424918,0.150592396843538,0.00830828834304734,0.0349345288981961
"ENSG00000108179",3690.76994640272,-0.376831754672601,0.0649229253403074,1.32342501334941e-09,5.05470994138361e-08
"ENSG00000108256",14856.2207980524,0.180751196229104,0.0622730846831736,0.00240537718948872,0.0129012985443752
"ENSG00000108344",6855.48843671181,-0.381542076353578,0.0939049459733874,1.0814028753064e-05,0.000136161497616866
"ENSG00000108349",5718.49331771076,-0.16739477907884,0.0516036000056169,0.000806595374051567,0.00520150242096349
"ENSG00000108375",980.71855706881,0.412281237453778,0.185379811202267,0.0040290674840612,0.0196407646205435
"ENSG00000108424",25143.7509271122,-0.232443273980855,0.0394724233054448,1.9620858537465e-09,7.16494225434975e-08
"ENSG00000108433",2031.79246741802,-0.345738810097159,0.0676075065204494,8.59921947645433e-08,2.02735464332129e-06
"ENSG00000108439",1607.4884924023,-0.378725921738004,0.0710956763875567,2.34409248245765e-08,6.41993592313812e-07
"ENSG00000108443",3724.74455034392,0.216055950272164,0.0783084627767568,0.00298363107731401,0.0154589438004701
"ENSG00000108465",3322.30268736346,-0.268686371319989,0.0892457770787379,0.000987371228454781,0.00614838550870668
"ENSG00000108468",5487.27394112547,-0.233345183166258,0.0688813682763686,0.000338721467518358,0.00251395912707845
"ENSG00000108474",680.672076825994,0.425418194078499,0.109706126458463,1.90308936375544e-05,0.000220500442747979
"ENSG00000108506",2028.83202941988,-0.224355885043196,0.0690057389439756,0.00057316343824447,0.00390105100546227
"ENSG00000108511",805.193695699838,-0.341486427411464,0.0969174091646641,0.000111929086493441,0.000978338230760909
"ENSG00000108515",304.811103195924,0.650534962307663,0.138825022503455,2.71129666717186e-07,5.51146361398991e-06
"ENSG00000108518",9770.34982838287,-0.292536534007021,0.0824796807184944,0.000124566879370185,0.00106527326585821
"ENSG00000108523",2398.37016071934,-0.346916583177184,0.123902905691656,0.00129121541791727,0.00767721354267029
"ENSG00000108557",2023.92819448726,-0.281881311687747,0.101165513778083,0.0018401741251466,0.0103333289194466
"ENSG00000108561",8431.3698387274,-0.319186687180712,0.0620230347553997,8.53533834593306e-08,2.01749373435201e-06
"ENSG00000108588",4877.38247183352,-0.154673255475911,0.0540542280159896,0.00296572919658111,0.015374898172698
"ENSG00000108639",2229.07105516377,-0.397153877287642,0.0725778352964576,1.31026731808484e-08,3.84156099108368e-07
"ENSG00000108654",26590.8052599468,-0.231483299876794,0.0675233635402406,0.000300936502790989,0.002283547622796
"ENSG00000108671",6186.73393883521,-0.405943656082631,0.0578124689155673,3.5226221948739e-13,2.91612547761168e-11
"ENSG00000108679",2313.89569178518,0.237189842351785,0.0885188892347256,0.00332431360015522,0.0168986711072075
"ENSG00000108773",3237.9167677942,-0.323474758449614,0.0876991470182219,6.76519053123561e-05,0.000641290988440184
"ENSG00000108774",3862.529090961,-0.51995531886476,0.0667349327947311,9.79028700340089e-16,1.27030709735616e-13
"ENSG00000108797",315.054006129544,0.371926666607833,0.157597304210466,0.00355482209955545,0.017813056782078
"ENSG00000108799",1933.80790763968,-0.307111915011777,0.0651808266057423,7.97357750793956e-07,1.43016275007602e-05
"ENSG00000108826",1315.46031967218,-0.545842128627443,0.0807630476107567,1.94323159549892e-12,1.37264177759277e-10
"ENSG00000108829",7741.34113769226,-0.197045366765627,0.0505323642228696,5.55553152459967e-05,0.000543230621285681
"ENSG00000108848",14121.2702903981,0.280231298741722,0.0756606988949791,8.05965728019591e-05,0.000740961959503438
"ENSG00000108852",1798.09091372532,-0.414388088687135,0.0866500218253917,3.35913440887646e-07,6.70609140162546e-06
"ENSG00000108883",7624.75904946169,-0.35376173313032,0.063715098399742,6.80299372503764e-09,2.16453513390546e-07
"ENSG00000108946",7258.10782452221,-0.316272725387461,0.0560684994592515,5.60483924708499e-09,1.81688064850023e-07
"ENSG00000108947",255.498783078939,0.530253781938572,0.178429650553068,0.000336251225128326,0.00249765171080906
"ENSG00000108953",30718.3741885725,-0.243222192630586,0.0426310414712402,5.61102796612533e-09,1.81688064850023e-07
"ENSG00000108961",647.716714013373,-0.465376302972217,0.160518701870548,0.000520390233091575,0.00359401257622135
"ENSG00000109066",724.154637486212,-0.310375775947524,0.150020516717766,0.010030764641888,0.040582228908302
"ENSG00000109103",1660.85250225563,-0.671987941507294,0.110551852224498,1.15549347212527e-10,5.68272932057309e-09
"ENSG00000109107",615.954942512109,-0.4073352536139,0.125337415306262,0.000210796166638833,0.00167021042384472
"ENSG00000109118",2727.91493941826,-0.444149338433677,0.116493533472214,2.36204621909662e-05,0.000262537275688777
"ENSG00000109133",3003.85473292456,-0.385031532181416,0.0739074977266313,4.34943687492398e-08,1.12074574122161e-06
"ENSG00000109220",337.793632103466,0.325786778262337,0.133260200041418,0.0037617487634401,0.0186305342791382
"ENSG00000109270",1320.42482247345,-0.186735658052052,0.0766995801530057,0.00893733168571434,0.0369845019656512
"ENSG00000109339",276.028393185282,-1.09546843412351,0.20826995317133,8.13733180417647e-09,2.54048609824929e-07
"ENSG00000109390",1305.81111562881,-0.212304067655367,0.0723116486257477,0.00175743268630293,0.00995425108232571
"ENSG00000109445",1593.81450584405,0.217780685627415,0.0750076097615672,0.00187947678274142,0.0105126609627059
"ENSG00000109466",809.458417255848,-0.345782900368025,0.0934719748138761,5.51051105679684e-05,0.000539116576385552
"ENSG00000109472",2869.20192564866,-0.174324685253505,0.0644984699500643,0.00489359906360777,0.0228622050226517
"ENSG00000109519",1889.21145775588,-0.301184323966835,0.0884270928577138,0.000210975066236366,0.00167090425835252
"ENSG00000109572",3304.95739652076,-0.187804856049636,0.0657620266524782,0.00259377998460894,0.0137465830876074
"ENSG00000109586",1443.66908735089,0.22637009034649,0.098821088097062,0.0102530981254695,0.0413081766583275
"ENSG00000109670",1506.74612182062,0.566543709898447,0.171539071532884,0.000101705404015978,0.00090062941261971
"ENSG00000109685",7913.7347165992,-0.229451814348721,0.0606763856089159,7.60979596101756e-05,0.000705989944760732
"ENSG00000109686",1435.98587116083,0.409309109185493,0.0917474648700207,1.65559705337052e-06,2.71895404770321e-05
"ENSG00000109738",389.798685970546,0.666955675470114,0.135968361392131,9.14485944315322e-08,2.12586027334801e-06
"ENSG00000109756",1684.26116578908,0.33600897369664,0.0867023675153539,2.97492957501792e-05,0.000320532017520335
"ENSG00000109819",557.945698337118,0.880175412932192,0.331961788740041,0.000420607016162282,0.00300351497294651
"ENSG00000109846",14.5123567706769,1.5658684454553,0.889401298454619,0.00222900322340821,0.0121007756594223
"ENSG00000109861",1015.1103449254,0.322172023766621,0.110518931778559,0.000991660072755149,0.00616879327815554
"ENSG00000109917",2149.15240067547,-0.500089674501042,0.0621768439127268,1.41238742878661e-16,2.06717024077209e-14
"ENSG00000109919",2899.6917340043,-0.365068837365266,0.0691626794225989,3.83786574554707e-08,1.00019592328752e-06
"ENSG00000109920",3957.96372665543,0.305216688757434,0.0934649059632129,0.000343744073716601,0.00254298335165597
"ENSG00000109929",3827.51309795157,-0.210095280147005,0.0723661343471107,0.00196133022173081,0.0108636198627203
"ENSG00000109956",137.795977842003,1.09277067305891,0.274794946696205,3.83260396432885e-06,5.62740686415701e-05
"ENSG00000109971",22086.6166793953,-0.440932487919493,0.057327851874608,1.92627089107486e-15,2.41377575015168e-13
